講義名,時間割コード,開講時期,担当教員,開講学部,曜日時限,評価方法
中級マクロデータサイエンス[Data Science(macro): Intermediate],2245111,秋学期,相馬 尚人[SOMA NAOTO],経済学部,金曜3限,レポート（80％），質問・コメントボーナス（20％）レポート課題は最終授業（15回目）まで問題が逐次的に追加されていきます。それぞれの問題にどのタイミングで取り組み始めるかは自由です。また，途中まで取り組んだ段階で担当教員に相談しコメントやヒントをもらうことができます。最終結果だけではなく，相談をしてコメントをもらい内容を修正していく過程も含めて評価対象になります。
中級マクロデータサイエンス　分野別演習[Data Science(macro): Intermediate (Guided Study)],2245112,秋学期,相馬 尚人[SOMA NAOTO],経済学部,,報告と議論への参加の様子により評価する。
中級ミクロデータサイエンス[Data Science(micro): Intermediate],2245113,秋学期,古川 知志雄[FURUKAWA CHISHIO],経済学部,金曜1限,授業、合同プログラミングへの参加と宿題を総合的に評価する。また、期末試験の代わりにデータ分析のプロジェクトを学期末課題とする。
中級ミクロデータサイエンス　分野別演習[Data Science(micro): Intermediate  (Guided Study)],2245114,秋学期,古川 知志雄[FURUKAWA CHISHIO],経済学部,,提出されたレポートより評価する。
中級データサイエンス論[Data Science: Intermediate],2245115,秋学期,加藤 隆太[KATOH RYUTA],経済学部,,試験（50%)と課題（50%)
中級データサイエンス論分野別演習[Data Science: Intermediate (Guided Study)],2245116,秋学期,加藤 隆太[KATOH RYUTA],経済学部,,報告と議論への参加の様子により評価する。
Statistical Theory and Applications[Statistical Theory and Applications],2245201,秋学期（第5ターム）,陳 雨[CHEN YUTING],経済学部,,宿題：40%試験：60%又は（条件ある）宿題：100%
Statistical Theory and Applications　分野別演習[Statistical Theory and Applications (Guided Study)],2245202,秋学期（第5ターム）,陳 雨[CHEN YUTING],経済学部,,宿題：40%試験：60%又は（条件ある）宿題：100%
民法（債権各論・不法行為）[Law of Contracts and Torts],2246101,秋学期,渡邉 拓[WATANABE TAKU],経済学部,,成績は、小テスト等を加味したうえで、期末試験によって評価する。期末試験は対面での筆記試験による。持ち込みは一切不可とする。
民法（債権各論・不法行為）　分野別演習[Law of Contracts and Torts (Guided Study)],2246102,秋学期,渡邉 拓[WATANABE TAKU],経済学部,,成績は提出された論文をもとに評価する。
家族と法[Family Law],2246103,春学期,柳迫 周平[YANASEKO SHUHEI],経済学部,,授業内で行う小テスト（10％×2回＝20％）と期末試験（80％）をもとに評価する。
家族と法　分野別演習[Family Law (Guided Study)],2246104,春学期,柳迫 周平[YANASEKO SHUHEI],経済学部,,最終的に提出されたリサーチペーパーの内容（80％）及び中間報告・文献講読などリサーチペーパーの執筆過程における取組状況（20％）に基づいて評価する。
民法（親族・相続）[Family Law],2246105,春学期,柳迫 周平[YANASEKO SHUHEI],経済学部,,授業内で行う小テスト（10％×2回＝20％）と期末試験（80％）をもとに評価する。
民法（親族・相続）　分野別演習[Family Law (Guided Study)],2246106,春学期,柳迫 周平[YANASEKO SHUHEI],経済学部,,最終的に提出されたリサーチペーパーの内容（80％）及び中間報告・文献講読などリサーチペーパーの執筆過程における取組状況（20％）に基づいて評価する。
労働法[Labor and Employment Law],2246107,春学期,亀田 康次[KAMEDA KOJI],経済学部,,筆記試験（100%）
経済法[Economic Law],2246109,春学期,関根 豪政[SEKINE TAKEMASA],経済学部,,期末試験（70％、ただし、情勢に応じて最終レポートとする可能性あり）、発言・グループワーク等の講義への参加度（30％、講義参加者の状況に応じて変更の可能性あり）
経済法　分野別演習[Economic Law (Guided Study)],2246110,春学期,関根 豪政[SEKINE TAKEMASA],経済学部,,評価の比率は中間報告が3分の1、論文（エッセイ）が3分の2とする
知的財産法[Intellectual Property Law],2246111,春学期,濱口 太久未[HAMAGUCHI TAKUMI],経済学部,,小テスト（30%）、定期試験（70%）
知的財産法　分野別演習[Intellectual Property Law (Guided Study)],2246112,春学期,濱口 太久未[HAMAGUCHI TAKUMI],経済学部,,完成した論文の内容（調査内容や論理展開等）により評価する（100%）。
商法Ⅰ[Corporate Law I],2246115,春学期,芳賀 良[HAGA RYOU],経済学部,,成績は、平常点（全体の30％）と期末試験（全体の70％）で評価します。平常点は、授業支援システム上で実施する「到達度確認テスト」（全15回を予定）により評価します。期末試験は、筆記試験を実施する予定です。履修登録する際には、留意してください。
商法Ⅰ　分野別演習[Corporate Law I (Guided Study)],2246116,春学期,芳賀 良[HAGA RYOU],経済学部,,提出されたレポートや演習での発言を総合的に評価する。
商法Ⅱ[Corporate Law II],2246117,秋学期,芳賀 良[HAGA RYOU],経済学部,,成績は、平常点（全体の30％）と期末試験（全体の70％）で評価します。平常点は、授業支援システム上で実施する「到達度確認テスト」（全15回を予定）により評価します。期末試験は、筆記試験を実施する予定です。履修登録する際には、留意してください。
商法Ⅱ　分野別演習[Corporate Law II (Guided Study)],2246118,秋学期,芳賀 良[HAGA RYOU],経済学部,,提出されたレポートや演習での発言を総合的に評価する。
会社法Ⅱ[Laws of Corporations II],2246119,秋学期,芳賀 良[HAGA RYOU],経済学部,,成績は、平常点（全体の30％）と期末試験（全体の70％）で評価します。平常点は、授業支援システム上で実施する「到達度確認テスト」（全15回を予定）により評価します。期末試験は、筆記試験を実施する予定です。履修登録する際には、留意してください。
会社法Ⅱ　分野別演習[Laws of Corporations II (Guided Study)],2246120,秋学期,芳賀 良[HAGA RYOU],経済学部,,提出されたレポートや演習での発言を総合的に評価する。
有価証券法[Securities Law],2246121,秋学期,笹岡 愛美[SASAOKA MANAMI],経済学部,,○定期試験(100％)・授業の範囲から出題します。・試験は、対面で実施する予定です。ただし、状況によりオンライン試験（またはレポート）の成績に基づく評価に変更する可能性があります。
民事訴訟法 分野別演習[Civil Procedure Law (Guided Study)],2246122,秋学期,岡庭 幹司[OKANIWA MASASHI],経済学部,,授業における発言（30%）および学期末レポート（70%）で評価します。
裁判法[The Judicial System in Japan],2246123,秋学期,金子 章[KANEKO AKIRA],経済学部,,テスト（100％）により、厳格・厳正に評価する。出席はとらない。
裁判法　分野別演習[The Judicial System in Japan (Guided Study)],2246124,秋学期,金子 章[KANEKO AKIRA],経済学部,,レポートの内容（100％）
民事訴訟法[Civil Procedure Law],2246125,秋学期,岡庭 幹司[OKANIWA MASASHI],経済学部,,上記到達目標及び履修目標に掲げた事項の達成度を評価の観点として、授業内課題（発言および理解度確認小テスト）20％、期末試験80％の割合で評価します。
民事訴訟法 分野別演習[Civil Procedure Law (Guided Study)],2246126,秋学期,岡庭 幹司[OKANIWA MASASHI],経済学部,,授業における発言（30%）および学期末レポート（70%）で評価します。
有価証券法　分野別演習[Securities Law (Guided Study)],2246127,秋学期,笹岡 愛美[SASAOKA MANAMI],経済学部,,平常点（100%）
インターンシップ[Internship],2250101,秋学期,中村 良夫[NAKAMURA YOSHIO],経済学部,,成績評価は、「インターンシップ成果報告書」「評価書」の内容と、「インターンシップ成果報告会」での報告、発言によって行う。
地域イノベーション政策[Regional Innovation Policy],2250103,秋学期,遠藤 聡,経済学部,水曜2限,複数回実施するリアクションペーパーの提出（50%），期末試験（あるいは期末レポート）（50%）
資本市場の役割と証券投資[Role of the Capital Markets and the Securities Investment],2250104,秋学期,池島 祥文[IKEJIMA YOSHIFUMI],経済学部,金曜3限,・授業内課題（小テスト）の提出と正答率（42％）、定期試験（58％）により評価する。
社会における実践体験  －富丘会メッセージ－[Ｗorking in Active Life],2250106,春学期,石原 健一[ISHIHARA KENICHI],経済学部,,毎回講師によるレポート提出課題が提示される。学生が講師の話の中から真に伝えたいことを学習しているかどうかを評価する。秀90点以上、優80点以上、良70点以上、可60点以上　不可59点以下とする。　出席に代わる感想文を毎回回収し出席点とする。
グローバルビジネス実践論[Global Business-through the Practical Experiences],2250109,秋学期,関 仁[SEKI HITOSHI],経済学部,,毎回の授業の最後の10分間でフィードバックを書いてもらい授業終了後提出してもらいます。毎回のフィードバックの評価点を積算したものが総合成績になります。従って欠席が多い学生は、総合評価点が低くなりますので、留意してください。尚、就活、病気、忌引き等でやむを得ず欠席する場合には、授業支援システム等で担当教員に連絡すれば、相応の配点を差し上げます。また、授業中の質問者には加点を差し上げます。
経営者が語るこれからの企業戦略・ｲﾉﾍﾞｰｼｮﾝと若者へのﾒｯｾｰｼﾞ[The Message of Management and Innovation to YNU student from top management of YOKOHAMA],2250114,秋学期,"石原 健一, 大雄 智[ISHIHARA KENICHI, OTAKA SATORU]",経済学部,,毎回講師によるレポート提出課題が提示される。学生が講師の話の中から真に伝えたいことを学習しているかどうかを評価する。秀90点以上、優80点以上、良70点以上、可60点以上　不可59点以下とする。
課外型キャリア形成演習,2250116,秋学期,中村 良夫[NAKAMURA YOSHIO],経済学部,,成績評価は、「インターンシップ成果報告書」の内容と、「インターンシップ成果報告会」での報告、発言によって行う。
課題プロジェクト演習Public Policy[Group Tutorial: Public Policy],2259205,春学期,吉本 惣一[YOSHIMOTO SOUICHI],経済学部,水曜1限,Attendance and participation: 40%Presentation and discussion: 60%
Advanced EAP A[Advanced EAP A],2267201,春学期,キャノン タラ[CANNON TARA],経済学部,,"Evaluations will be based on:(1) quality of homework (including assessment through quizzes and other homework checks) and engagement with course topics (including memo taking on important class topics, participation in class discussions, and Q&A interaction with the teacher) (50% of course grade),(2) a check test at the end of the course on important class topics (30% of course grade), and(3) a final referenced essay (20% of course grade).In the check test, students will answer questions (in English) regarding multiple course topics.Students must attend at least two-thirds of all class time (no more than 450 minutes of absence) and receive a score of 60% or higher on the final referenced essay, as well as a total score for the course of 60% or higher.Policy on plagiarism and AI-assisted translationAll submissions in this course (homework, final report, etc.) must be completely your own work and made specifically for this course.The following rules apply to each piece of work submitted during this course.- You MAY NOT include ANY parts that were translated by translation software.- You MAY NOT include English that is someone else’s (such as phrases/sentences taken from reference articles), except if you mark it specifically as a quotation and indicate the exact source in a footnote or bibliography/references list.- You MAY NOT have it written, checked, or “improved” (in part or in whole) by a native speaker, parent, friend, or anyone else.- You MAY NOT use or modify a submission for another course for use in this course. For example, you may not modify an essay from English Writing to make it into a speech in your English Presentations class.- You MAY use grammar-checking software (Microsoft Word, Grammarly, etc.) if your class instructor explicitly allows it at the time the assignment is given. However, you must (1) include a statement saying you used grammar-checking software, and (2) submit both your original (pre-checked) version and the finished (checked) version.Breaking any of the above rules will cause you to automatically receive a failing grade for the course.In the case of final reports or exams, further disciplinary action may also apply, in line with the policies established by individual faculties."
Advanced EAP A[Advanced EAP A],2267202,秋学期,キャノン タラ[CANNON TARA],経済学部,,"Evaluations will be based on:(1) quality of homework (including assessment through quizzes and other homework checks) and engagement with course topics (including memo taking on important class topics, participation in class discussions, and Q&A interaction with the teacher) (50% of course grade),(2) a check test at the end of the course on important class topics (30% of course grade), and(3) a final referenced essay (20% of course grade).In the check test, students will answer questions (in English) regarding multiple course topics.Students must attend at least two-thirds of all class time (no more than 450 minutes of absence) and receive a score of 60% or higher on the final referenced essay, as well as a total score for the course of 60% or higher.Policy on plagiarism and AI-assisted translationAll submissions in this course (homework, final report, etc.) must be completely your own work and made specifically for this course.The following rules apply to each piece of work submitted during this course.- You MAY NOT include ANY parts that were translated by translation software.- You MAY NOT include English that is someone else’s (such as phrases/sentences taken from reference articles), except if you mark it specifically as a quotation and indicate the exact source in a footnote or bibliography/references list.- You MAY NOT have it written, checked, or “improved” (in part or in whole) by a native speaker, parent, friend, or anyone else.- You MAY NOT use or modify a submission for another course for use in this course. For example, you may not modify an essay from English Writing to make it into a speech in your English Presentations class.- You MAY use grammar-checking software (Microsoft Word, Grammarly, etc.) if your class instructor explicitly allows it at the time the assignment is given. However, you must (1) include a statement saying you used grammar-checking software, and (2) submit both your original (pre-checked) version and the finished (checked) version.Breaking any of the above rules will cause you to automatically receive a failing grade for the course.In the case of final reports or exams, further disciplinary action may also apply, in line with the policies established by individual faculties."
Advanced EAP B[Advanced EAP B],2267203,春学期,マッコーレー アレック[ALEXANDER MCAULAY],経済学部,,Grading will be based on class test results (30%) and a final 1000-word paper written in English (70%).
Advanced EAP B[Advanced EAP B],2267204,秋学期,ホフスティ， スティーブン[HOFSTEE STEPHEN],経済学部,,"Grades will be assigned as 秀 (S), 優 (A), 良 (B), 可 (C), 不可 (F). The general criteria for each grade are as follows:•　　 秀 (S) – Exceptional work that demonstrates a deep understanding of course content, strong analytical skills, and a high level of effort.•　　 優 (A) – Strong performance with well-developed ideas, clear organization, and solid engagement with the material.•　　 良 (B) – Satisfactory work that meets the assignment requirements but lacks depth or contains some weaknesses.•　　 可 (C) – Basic completion of tasks with minimal engagement, limited development of ideas, or frequent issues.•　　 不可 (F) – Work does not meet the minimum requirements or is incomplete.Grading CriteriaFinal Essay (700-1,000 words, referenced): 50% (A fully revised academic essay demonstrating research, citation, and structured argumentation (Harvard Style).Homework & Writing Tasks: 30% (Weekly tasks - summaries, paraphrasing, writing exercises).Final Writing Portfolio: 10% (Submission of three revised assignments and a self-reflection statement explaining key improvements.)Class Participation & Discussion: 10% (Contributions to class discussions, group work, and engagement in peer activities.)"
Advanced EAP B[Advanced EAP B],2267205,春学期,ホフスティ， スティーブン[HOFSTEE STEPHEN],経済学部,,"Grades will be assigned as 秀 (S), 優 (A), 良 (B), 可 (C), 不可 (F). The general criteria for each grade are as follows:•　　 秀 (S) – Exceptional work that demonstrates a deep understanding of course content, strong analytical skills, and a high level of effort.•　　 優 (A) – Strong performance with well-developed ideas, clear organization, and solid engagement with the material.•　　 良 (B) – Satisfactory work that meets the assignment requirements but lacks depth or contains some weaknesses.•　　 可 (C) – Basic completion of tasks with minimal engagement, limited development of ideas, or frequent issues.•　　 不可 (F) – Work does not meet the minimum requirements or is incomplete.Grading CriteriaFinal Essay (700-1,000 words, referenced): 50% (A fully revised academic essay demonstrating research, citation, and structured argumentation (Harvard Style).Homework & Writing Tasks: 30% (Weekly tasks - summaries, paraphrasing, writing exercises).Final Writing Portfolio: 10% (Submission of three revised assignments and a self-reflection statement explaining key improvements.)Class Participation & Discussion: 10% (Contributions to class discussions, group work, and engagement in peer activities.)"
Advanced EAP B[Advanced EAP B],2267206,秋学期,キャノン タラ[CANNON TARA],経済学部,,"Evaluations will be based on:(1) quality of homework (including assessment through quizzes and other homework checks) and engagement with course topics (including memo taking on important class topics, participation in class discussions, and Q&A interaction with the teacher) (50% of course grade),(2) a check test at the end of the course on important class topics (30% of course grade), and(3) a final referenced essay (20% of course grade).In the check test, students will answer questions (in English) regarding multiple course topics.Students must attend at least two-thirds of all class time (no more than 450 minutes of absence) and receive a score of 60% or higher on the final referenced essay, as well as a total score for the course of 60% or higher.Policy on plagiarism and AI-assisted translationAll submissions in this course (homework, final report, etc.) must be completely your own work and made specifically for this course.The following rules apply to each piece of work submitted during this course.- You MAY NOT include ANY parts that were translated by translation software.- You MAY NOT include English that is someone else’s (such as phrases/sentences taken from reference articles), except if you mark it specifically as a quotation and indicate the exact source in a footnote or bibliography/references list.- You MAY NOT have it written, checked, or “improved” (in part or in whole) by a native speaker, parent, friend, or anyone else.- You MAY NOT use or modify a submission for another course for use in this course. For example, you may not modify an essay from English Writing to make it into a speech in your English Presentations class.- You MAY use grammar-checking software (Microsoft Word, Grammarly, etc.) if your class instructor explicitly allows it at the time the assignment is given. However, you must (1) include a statement saying you used grammar-checking software, and (2) submit both your original (pre-checked) version and the finished (checked) version.Breaking any of the above rules will cause you to automatically receive a failing grade for the course.In the case of final reports or exams, further disciplinary action may also apply, in line with the policies established by individual faculties."
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267207,春学期,ウェセルホフ＝アオキ，ローリー[WESSELHOFF=AOKI LAURIE],経済学部,,Course EvaluationParticipation　　　　　 (10%)Homework　　　　　　　　(20%)   1 Paragraph Writing Practice 2pts   3 Case Study Readings 2pts each   3 Unit Writings 4pts eachEssay　　　　　　　　　 (50%)   Outline 5pts   Essay v1 5pts   Final Essay 40ptsFinal Exam　　　　　　　(20%)
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267207,春学期,ウェセルホフ＝アオキ，ローリー[WESSELHOFF=AOKI LAURIE],経済学部,,Course EvaluationParticipation　　　　　 (10%)Homework　　　　　　　　(20%)1 Paragraph Writing Practice 2pts3 Case Study Readings 2pts each3 Unit Writings 4pts eachEssay　　　　　　　　　 (50%)Outline 5ptsEssay v1 5ptsFinal Essay 40ptsFinal Exam　　　　　　　(20%)
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267208,春学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,レポート、エッセイ、授業内でのディスカッションへの参加
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267208,春学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,"Reports, essays, class discussion participation."
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267209,春学期,"バーガー，アンディ[BOERGER,ANDREW]",経済学部,,"Attendance 40% (high marks for 13 or more attendance/medium marks for 10-12 attendance/0 marks for attendance below 10)Class Participation 20% (graded on enthusiasm, work within a group, and engaging with the instructor)Homework 20% (high marks for 100% completion, medium marks for 80/90% completion/poor marks for less than 80% completion)Presentation 20% (graded on content, originality, and effective use of English language ** grammatical mistakes are acceptable within reason, as long as the message is effectively communicated)"
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267211,春学期,"バーガー，アンディ[BOERGER,ANDREW]",経済学部,,"Attendance 40% (high marks for 13 or more attendance/medium marks for 10-12 attendance/0 marks for attendance below 10)Class Participation 20% (graded on enthusiasm, work within a group, and engaging with the instructor)Homework 20% (high marks for 100% completion, medium marks for 80/90% completion/poor marks for less than 80% completion)Presentation 20% (graded on content, originality, and effective use of English language ** grammatical mistakes are acceptable within reason, as long as the message is effectively communicated)"
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267212,春学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,レポート、エッセイ、授業内でのディスカッションへの参加
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267212,春学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,"Reports, essays, class discussion participation."
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267213,秋学期,ウェセルホフ＝アオキ，ローリー[WESSELHOFF=AOKI LAURIE],経済学部,,Course EvaluationParticipation　　　　　 (10%)Homework　　　　　　　　(20%)   1 Paragraph Writing Practice 2pts   3 Case Study Readings 2pts each   3 Unit Writings 4pts eachEssay　　　　　　　　　 (50%)   Outline 5pts   Essay v1 5pts   Final Essay 40ptsFinal Exam　　　　　　　(20%)
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267213,秋学期,ウェセルホフ＝アオキ，ローリー[WESSELHOFF=AOKI LAURIE],経済学部,,Course EvaluationParticipation　　　　　 (10%)Homework　　　　　　　　(20%)1 Paragraph Writing Practice 2pts3 Case Study Readings 2pts each3 Unit Writings 4pts eachEssay　　　　　　　　　 (50%)Outline 5ptsEssay v1 5ptsFinal Essay 40ptsFinal Exam　　　　　　　(20%)
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267214,秋学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,レポート、エッセイ、授業内でのディスカッションへの参加
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267214,秋学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,"Reports, essays, class discussion participation."
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267215,秋学期,"バーガー，アンディ[BOERGER,ANDREW]",経済学部,,"Attendance 40% (high marks for 13 or more attendance/medium marks for 10-12 attendance/0 marks for attendance below 10)Class Participation 20% (graded on enthusiasm, work within a group, and engaging with the instructor)Homework 20% (high marks for 100% completion, medium marks for 80/90% completion/poor marks for less than 80% completion)Presentation 20% (graded on content, originality, and effective use of English language ** grammatical mistakes are acceptable within reason, as long as the message is effectively communicated)"
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267217,秋学期,"バーガー，アンディ[BOERGER,ANDREW]",経済学部,,"Attendance 40% (high marks for 13 or more attendance/medium marks for 10-12 attendance/0 marks for attendance below 10)Class Participation 20% (graded on enthusiasm, work within a group, and engaging with the instructor)Homework 20% (high marks for 100% completion, medium marks for 80/90% completion/poor marks for less than 80% completion)Presentation 20% (graded on content, originality, and effective use of English language ** grammatical mistakes are acceptable within reason, as long as the message is effectively communicated)"
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267218,秋学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,レポート、エッセイ、授業内でのディスカッションへの参加
English for Academic Purposes （EAP）[English for Academic Purposes（EAP）],2267218,秋学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",経済学部,,"Reports, essays, class discussion participation."
English for Economics and Business (EEB)[English for Economics and Business (EEB)],2267301,春学期,宗像 孝[MUNAKATA TAKASHI],経済学部,,基本的に、語彙のテスト(30%)、経済・ビジネス英語の課題(30%)、自習システムの実施内容(40%)により評価する。
English for Economics and Business (EEB)[English for Economics and Business (EEB)],2267302,秋学期,山之内 哲也[YAMANOUCHI TETSUYA],経済学部,,語彙のテスト(30%)、経済・ビジネス英語の課題(30%)、自習システムの実施内容(40%)により評価する。
English for Economics and Business (EEB)[English for Economics and Business (EEB)],2267303,春学期,中村 良夫[NAKAMURA YOSHIO],経済学部,,語彙のテスト(30%)、経済・ビジネス英語の課題(30%)、自習システムの実施内容(40%)により評価する。
English for Economics and Business (EEB)[English for Economics and Business (EEB)],2267304,秋学期,中村 良夫[NAKAMURA YOSHIO],経済学部,,語彙のテスト(30%)、経済・ビジネス英語の課題(30%)、自習システムの実施内容(40%)により評価する。
English for Economics and Business (EEB)[English for Economics and Business (EEB)],2267305,秋学期,宗像 孝[MUNAKATA TAKASHI],経済学部,,基本的に、語彙のテスト(30%)、経済・ビジネス英語の課題(30%)、自習システムの実施内容(40%)により評価する。
English for Economics and Business (EEB)[English for Economics and Business (EEB)],2267306,春学期,山之内 哲也[YAMANOUCHI TETSUYA],経済学部,,語彙のテスト(30%)、経済・ビジネス英語の課題(30%)、自習システムの実施内容(40%)により評価する。
中級比較農業政策[Comparative Analysis of Agricultural Policies: Intermediate],2342101,春学期（第2ターム）,倪 卉[NI HUI],経済学部,,第１タームと第２タームのそれぞれの最終回には記述/レポート式テストとを行い、それぞれ評価を行います。いずれのタームでも、［授業中の質疑・討論・授業後の課題（約30％）＋記述式（レポート式）テスト（約70％）＋加点］の合計点数から、総合的に評価します。
中級国際環境経済[International Environmental Economics: Intermediate],2342103,秋学期,氏川 恵次[UJIKAWA KEIJI],経済学部,木曜3限,期末試験（100％）によって評価します。
中級国際環境経済　分野別演習[International Environmental Economics: Intermediate (Guided Study)],2342104,秋学期,氏川 恵次[UJIKAWA KEIJI],経済学部,,発表内容（50％）、ディスカッション参加（50％）
中級途上国経済[Developing Economies: Intermediate],2342105,秋学期,山崎 圭一[YAMAZAKI KEIICHI],経済学部,木曜1限,出席は、学部規則により５０％以上が必要である。出席の評価割合は０％である（出席点はなく、評価の対象となるための条件である）。毎回、ＬＭＳで出席票を提出すること（出席したことを記すのみで、感想は不要）。詳しくは授業中に説明する。　平常点が３０％、秋学期期末の試験が７０％で、評価する。平常点については、授業の感想を秋学期中に５回（つまりほぼ３週に１回）、ＬＭＳ経由で提出する。提出をもとめる週は、授業中に指示する。秋学期の試験問題は、正誤判定（記号または数字を選択して解答）、キーワード解説および自由論述問題の３種類から構成される。
中級途上国経済　分野別演習[Developing Economies: Intermediate (Guided Study)],2342106,秋学期,山崎 圭一[YAMAZAKI KEIICHI],経済学部,,中間報告のレポートが２０％、最終的に提出されたレポートが８０％という割合で、評価する。
中級国際経済史[International Economic History: Intermediate],2342107,秋学期,松永 友有[MATSUNAGA TOMOARI],経済学部,水曜1限,期末試験の成績によって評価する。
中級国際経済史　分野別演習[International Economic History: Intermediate (Guided Study)],2342108,秋学期,松永 友有[MATSUNAGA TOMOARI],経済学部,,研究発表、タームペーパーなどを通じて総合的に評価する。
中級ロシア東欧経済[Russian and East European Economies: Intermediate],2342113,秋学期,中村 靖[NAKAMURA YASUSHI],経済学部,火曜3限,授業中の小テスト30％，Rを使ったレポート35％、期末テスト35％で評価します
中級現代公共政策[Contemporary Public Policy: Intermediate],2342115,秋学期,杉本 康太[SUGIMOTO KOTA],経済学部,木曜2限,①授業後のレポート（50％）授業後〜次回の授業の前日14:40までに授業支援システム上に提出。字数の目安は800字。計10回。②期末試験（50％）
中級現代公共政策　分野別演習[Contemporary Public Policy: Intermediate (Guided Study)],2342116,秋学期,杉本 康太[SUGIMOTO KOTA],経済学部,,最終的に提出された課題レポートにより評価する（100%）。
中級エビデンスに基づく政策分析,2342117,秋学期,須原 菜摘[SUHARA NATSUMI],経済学部,,毎週課される課題（30％）レポート（70％）
中級エビデンスに基づく政策分析,2342118,秋学期,須原 菜摘[SUHARA NATSUMI],経済学部,,毎週課される課題（30％）レポート（70％）
中級エビデンスに基づく政策分析  分野別演習,2342119,秋学期,須原 菜摘[SUHARA NATSUMI],経済学部,,毎週課される課題（30％）レポート（70％）
International Communication[International Communication],2342301,秋学期,中村 良夫[NAKAMURA YOSHIO],経済学部,水曜2限,学期末レポートによって評価する。
中級世界経済[Global Economy: Intermediate],2342303,春学期（第2ターム）,張 馨元[ZHANG XINYUAN],経済学部,,"Weekly presentation(or report) 40%, final exam(or assignment) 60%"
中級世界経済　分野別演習[Global Economy: Intermediate (Guided Study)],2342304,春学期（第2ターム）,張 馨元[ZHANG XINYUAN],経済学部,,平常点20％、レポート80％
中級公共経済学[Public Economics: Intermediate],2343103,秋学期,岩瀬 祐介[IWASE YUSUKE],経済学部,月曜1限,中間試験40%＋期末試験60%
中級労働経済学[Labor Economics: Intermediate],2343105,秋学期（第5ターム）,張 俊超[ZHANG JUNCHAO],経済学部,,期末試験(100%)により評価する。課題は定期的に課されるが、成績評価に反映しない。
中級現代社会福祉[Social Policy and Welfare Society: Intermediate],2343107,秋学期,加藤 壮一郎[KATOH SOICHIRO],経済学部,水曜1限,授業中のディスカッションなどの参加（40%）、中間レポート（20%）、最終レポート（40%）
中級地域経済政策[Local and Regional Economic Policy: Intermediate],2343109,秋学期,居城 琢[ISHIRO TAKU],経済学部,火曜2限,授業内に課される課題レポート（20%）を平常点（20％）とし、中間試験（30％)と定期試験（50%）の合計（80％）を試験の評価として、合計（100％）で成績評価を行います。
中級地域経済政策　分野別演習[Local and Regional Economic Policy: Intermediate (Guided Study)],2343110,秋学期,居城 琢[ISHIRO TAKU],経済学部,,授業中に行う教員との討論など授業への参加態度（50％）と課題レポート（50％）により評価する
中級地方財政[Local Public Finance: Intermediate],2343111,秋学期,山口 隆太郎[YAMAGUCHI RYUTARO],経済学部,火曜2限,定期試験（70%）と小テスト（30%）によって評価する。ただし授業後などに提出した優れたコメント・質問については10点程度を上限として加味する。
中級日本経済史[Japanese Economic History: Intermediate],2343113,秋学期,邉 英治[HOTORI EIJI],経済学部,火曜4限,授業での発言内容（20％）、毎回の課題の取組（10％）、期末レポート（70％）。内容は1月中旬までに授業支援システムで発表する。締切を過ぎての提出は一切認めないので、注意すること。高評価を得るためには講義内容をふまえた記述が求められる。横浜国立大学経済学部規則第８条には「授業科目試験は、履修を届出、かつ、授業時数の2分の1以上出席した授業科目について行う」とある。期末レポートの提出資格を確認するための出席確認も兼ねて、毎回簡単な課題に取り組んでもらう（第３回以降）。2分の1以上の出席が確認できない場合は基本的に「不可」となる。なお、公欠については、「横浜国立大学における授業の欠席に関する取扱要項」に定められた通りである。
中級日本経済史　分野別演習[Japanese Economic History: Intermediate (Guided Study)],2343114,秋学期,邉 英治[HOTORI EIJI],経済学部,,アーカイブ史料調査報告書（20%）、中間報告レジュメ及び報告内容（30%）、課題レポート（50%）。
